,885009.WI,H11001.CSI,000300.SH,399005.SZ,HSI.HI
2009/6/26,1144.6963,128.18,3128.421,4367.504,16398.73305
2009/6/29,1144.8364,128.15,3179.972,4370.523,16332.6961
2009/6/30,1144.902,128.11,3166.474,4363.723,16201.4023
2009/7/1,1144.9471,128.13,3237.903,4398.169,16202.68881
2009/7/2,1144.9926,128.15,3282.359,4450.114,16021.77041
2009/7/3,1145.0446,127.79,3327.135,4446.811,16049.7561
2009/7/6,1145.1493,127.78,3374.753,4441.082,15851.36721
2009/7/7,1145.2064,128.05,3340.493,4458.18,15747.55541
2009/7/8,1145.2588,128.04,3352.269,4492.075,15625.37653
2009/7/9,1145.3136,128.25,3396.304,4597.003,15683.11653
2009/7/10,1145.3889,127.99,3398.31,4596.205,15608.37838
2009/7/13,1145.4726,127.68,3361.011,4630.116,15209.95714
2009/7/14,1145.5329,127.72,3454.753,4708.334,15769.13315
2009/7/15,1145.5651,127.67,3493.305,4707.915,16097.20001
2009/7/16,1145.61,127.54,3501.24,4679.308,16185.25314
2009/7/17,1145.6897,127.4,3519.809,4688.121,16575.49696
2009/7/20,1145.8159,127.25,3591.123,4793.683,17192.11846
2009/7/21,1145.8793,127.14,3539.832,4649.765,17189.2153
2009/7/22,1145.9704,127.27,3606.924,4710.944,16965.33695
2009/7/23,1146.0499,127.33,3651.969,4729.196,17466.92372
2009/7/24,1146.1164,127.3,3667.556,4678.208,17615.22825
2009/7/27,1146.2276,127.33,3743.626,4765.527,17851.3972
2009/7/28,1146.2786,127.35,3755.818,4876.562,18178.46876
2009/7/29,1146.3432,127.35,3558.508,4587.202,17748.83919
2009/7/30,1146.4217,127.17,3634.818,4642.83,17841.19779
2009/7/31,1146.4691,127.04,3734.622,4766.899,18137.03635
2009/8/3,1146.5715,127.02,3787.033,4847.931,18339.72686
2009/8/4,1146.6142,126.96,3786.615,4913.073,18328.30942
2009/8/5,1146.6506,127.05,3740.936,4956.867,18063.27005
2009/8/6,1146.7051,127.02,3663.12,4929.881,18419.33618
2009/8/7,1146.7377,127.09,3555.095,4768.951,17960.07285
2009/8/10,1146.8245,127.16,3544.539,4811.107,18456.27818
2009/8/11,1146.8682,127.14,3556.375,4847.583,18585.97882
2009/8/12,1146.9005,127.19,3397.4,4613.735,18021.63398
2009/8/13,1146.952,127.34,3440.82,4610.545,18394.86921
2009/8/14,1146.9819,127.41,3344.462,4433.959,18419.14195
2009/8/17,1147.1007,127.28,3140.271,4125.019,17754.9636
2009/8/18,1147.1287,127.28,3171.986,4196.624,17904.24088
2009/8/19,1147.1627,127.33,3014.568,4021.071,17588.45693
2009/8/20,1147.2097,127.3,3144.39,4170.453,17916.63694
2009/8/21,1147.2585,127.31,3203.624,4276.452,17801.39589
2009/8/24,1147.3488,127.3,3229.6,4384.152,18097.91276
2009/8/25,1147.4014,127.32,3109.83,4313.161,18011.62071
2009/8/26,1147.4637,127.39,3172.386,4442.278,18030.60984
2009/8/27,1147.4984,127.42,3156.301,4480.769,17842.97199
2009/8/28,1147.5468,127.48,3046.781,4361.227,17712.51104
2009/8/31,1147.6498,127.44,2830.271,4076.519,17383.51993
2009/9/1,1147.6865,127.36,2843.7,4063.253,17513.4587
2009/9/2,1147.7363,127.46,2890.926,4071.175,17206.30036
2009/9/3,1147.7824,127.47,3051.964,4262.967,17414.78262
2009/9/4,1147.8389,127.52,3077.142,4319.179,17907.20539
2009/9/7,1147.9332,127.4,3104.208,4413.937,18180.61134
2009/9/8,1147.9732,127.4,3170.967,4505.156,18567.7705
2009/9/9,1148.0311,127.54,3194.909,4544.308,18373.10161
2009/9/10,1148.1069,127.63,3162.914,4495.856,18564.38976
2009/9/11,1148.1824,127.61,3238.133,4583.03,18643.42255
2009/9/14,1148.2776,127.55,3293.394,4667.73,18441.68614
2009/9/15,1148.329,127.56,3302.642,4727.328,18384.73262
2009/9/16,1148.3666,127.6,3258.236,4726.99,18856.82855
2009/9/17,1148.4093,127.63,3320.096,4850.146,19176.31565
2009/9/18,1148.4568,127.69,3199.689,4698.32,19047.66393
2009/9/21,1148.5658,127.6,3208.604,4796.985,18916.72158
2009/9/22,1148.6839,127.7,3131.026,4729.458,19120.65797
2009/9/23,1148.7308,127.63,3060.069,4570.436,19022.84526
2009/9/24,1148.8014,127.53,3080.926,4520.799,18544.85154
2009/9/25,1148.8471,127.48,3058.528,4503.671,18523.96846
2009/9/28,1148.9613,127.32,2972.643,4450.572,18137.56585
2009/9/29,1149.0049,127.3,2972.286,4385.829,18515.12426
2009/9/30,1149.0415,127.25,3004.805,4436.645,18464.50899
2009/10/9,1149.355,127.48,3163.708,4663.348,18938.64126
2009/10/12,1149.4657,127.46,3151.632,4655.379,18763.66203
2009/10/13,1149.517,127.24,3198.517,4703.417,18910.38222
2009/10/14,1149.5706,127.24,3227.399,4692.302,19279.36294
2009/10/15,1149.6126,127.26,3239.643,4679.757,19378.1097
2009/10/16,1149.6541,127.12,3241.709,4685.353,19318.04926
2009/10/19,1149.7552,127.2,3329.158,4784.237,19557.49603
2009/10/20,1149.7947,127.04,3377.574,4850.904,19719.80746
2009/10/21,1149.8323,127.04,3369.285,4783.927,19662.25438
2009/10/22,1149.876,127.1,3347.32,4778.784,19565.69084
2009/10/23,1149.9174,127.09,3413.252,4845.753,19900.64898
2009/10/26,1150.0208,127.14,3414.239,4881.149,19902.23026
2009/10/27,1150.0691,127.07,3314.722,4760.256,19533.18218
2009/10/28,1150.1065,127.09,3329.327,4804.137,19173.04015
2009/10/29,1150.15,127.14,3247.051,4745.378,18736.37022
2009/10/30,1150.1908,127,3280.372,4792.926,19164.71273
2009/11/2,1150.3031,127.2,3392.803,4958.509,19048.25176
2009/11/3,1150.3451,127.05,3435.425,5054.334,18712.4933
2009/11/4,1150.3778,126.96,3453.888,5103.61,19042.61193
2009/11/5,1150.4382,126.9,3464.318,5121.973,18922.85478
2009/11/6,1150.4879,126.84,3483.021,5131.404,19231.32905
2009/11/9,1150.6075,126.98,3495.788,5154.363,19563.5198
2009/11/10,1150.6614,127.09,3503.776,5157.604,19615.35428
2009/11/11,1150.7273,127.03,3495.674,5169.766,19931.40499
2009/11/12,1150.7824,127.01,3499.992,5226.878,19729.34775
2009/11/13,1150.8168,127.06,3518.722,5322.96,19868.39561
2009/11/16,1150.9229,127.18,3625.798,5422.992,20211.8113
2009/11/17,1150.9653,127.13,3628.354,5431.25,20185.30423
2009/11/18,1151.0039,127.44,3630.229,5444.793,20121.4172
2009/11/19,1151.0387,127.37,3642.437,5519.665,19947.49198
2009/11/20,1151.0726,127.44,3631.013,5521.601,19783.59486
2009/11/23,1151.1807,127.34,3665.509,5617.974,20061.3674
2009/11/24,1151.2262,127.36,3548.08,5342.975,19754.11365
2009/11/25,1151.2877,127.35,3629.629,5512.404,19920.09203
2009/11/26,1151.3598,127.54,3485.773,5262.991,19564.48403
2009/11/27,1151.4064,127.36,3382.51,5174.463,18616.53567
2009/11/30,1151.5435,127.41,3511.669,5408.312,19222.77757
2009/12/1,1151.6009,127.5,3560.831,5537.382,19479.25306
2009/12/2,1151.6756,127.66,3597.329,5589.203,19633.99089
2009/12/3,1151.731,127.65,3590.876,5610.794,19867.70329
2009/12/4,1151.7913,127.66,3643.491,5503.973,19819.07065
2009/12/7,1151.9162,127.6,3668.832,5595.619,19667.84405
2009/12/8,1151.9809,127.58,3624.019,5570.411,19434.87647
2009/12/9,1152.0295,127.66,3554.478,5485.842,19153.4033
2009/12/10,1152.0854,127.79,3577.237,5533.418,19116.21544
2009/12/11,1152.1519,127.64,3575.02,5531.41,19294.22523
2009/12/14,1152.2577,127.68,3612.753,5538.348,19455.99975
2009/12/15,1152.2964,127.71,3583.341,5545.244,19213.26437
2009/12/16,1152.349,127.8,3560.723,5506.294,19030.86619
2009/12/17,1152.3954,127.71,3480.153,5364.289,18799.79115
2009/12/18,1152.4459,127.62,3391.735,5207.226,18642.18675
2009/12/21,1152.5708,127.6,3396.622,5238.235,18440.61208
2009/12/22,1152.6122,127.77,3305.543,5142.384,18571.3303
2009/12/23,1152.6756,127.78,3336.48,5255.877,18780.8089
2009/12/24,1152.727,127.79,3438.817,5437.155,18949.59156
2009/12/25,1152.772,127.87,3424.783,5448.973,18943.35163
2009/12/28,1152.8793,127.82,3478.433,5545.742,18913.33433
2009/12/29,1152.9221,127.78,3500.737,5603.748,18925.95659
2009/12/30,1152.9777,127.8,3558.857,5591.006,18926.91325
2009/12/31,1153.0214,127.79,3575.684,5631.758,19258.2988
2010/1/4,1153.1421,127.84,3535.229,5637.455,19212.99686
2010/1/5,1153.1821,127.95,3564.038,5694.549,19612.49157
2010/1/6,1153.216,127.82,3541.727,5682.515,19732.49785
2010/1/7,1153.2548,127.61,3471.456,5542.696,19607.58194
2010/1/8,1153.2996,127.66,3480.13,5582.577,19629.16683
2010/1/11,1153.4003,127.7,3482.052,5591.206,19729.98119
2010/1/12,1153.4443,127.88,3534.916,5719.933,19656.37438
2010/1/13,1153.4837,127.72,3421.144,5663.872,19146.81463
2010/1/14,1153.5201,127.76,3469.051,5805.48,19116.99675
2010/1/15,1153.5616,127.82,3482.738,5867.641,19054.36173
2010/1/18,1153.6689,127.66,3500.684,5940.176,18879.44362
2010/1/19,1153.704,127.73,3507.482,5907.211,19063.39927
2010/1/20,1153.7496,127.84,3394.434,5676.959,18721.39929
2010/1/21,1153.7852,127.99,3408.574,5696.692,18336.20058
2010/1/22,1153.8476,128,3366.197,5546.071,18206.91256
2010/1/25,1153.9601,128.15,3328.014,5486.108,18092.32512
2010/1/26,1154.0131,128.32,3242.797,5357.462,17673.48694
2010/1/27,1154.08,128.22,3198.566,5308.046,17588.83539
2010/1/28,1154.146,128.29,3206.57,5383.965,17872.68851
2010/1/29,1154.1873,128.4,3204.155,5437.427,17673.94887
2010/2/1,1154.311,128.54,3152.707,5335.211,17794.66113
2010/2/2,1154.3647,128.69,3146.189,5299.596,17817.01602
2010/2/3,1154.4135,128.76,3230.715,5381.761,18214.91563
2010/2/4,1154.4661,128.77,3218.802,5369.634,17880.30209
2010/2/5,1154.513,128.86,3153.087,5269.245,17277.73938
2010/2/8,1154.6266,129.04,3150.988,5272.914,17176.23943
2010/2/9,1154.6674,129.2,3169.19,5284.018,17386.55198
2010/2/10,1154.7139,129.18,3214.13,5360.553,17506.85066
2010/2/11,1154.757,129.22,3220.398,5355.429,17828.82014
2010/2/12,1154.7968,129.15,3251.278,5436.517,17810.70552
2010/2/22,1155.1783,129.3,3233.345,5412.955,17914.47271
2010/2/23,1155.2365,129.3,3198.634,5430.76,18136.27866
2010/2/24,1155.2752,129.32,3244.483,5554.244,17999.74009
2010/2/25,1155.3288,129.37,3292.128,5652.171,17936.11793
2010/2/26,1155.3762,129.59,3281.666,5660.489,18121.22921
2010/3/1,1155.4908,130.02,3324.423,5723.48,18519.3591
2010/3/2,1155.5431,130.1,3311.236,5732.683,18380.44232
2010/3/3,1155.5887,130.35,3335.081,5792.34,18358.83957
2010/3/4,1155.6345,130.33,3250.573,5611.221,18094.34032
2010/3/5,1155.6895,130.35,3259.764,5604.17,18279.90204
2010/3/8,1155.807,130.4,3286.178,5670.77,18642.64637
2010/3/9,1155.8645,130.4,3305.863,5669.553,18659.67565
2010/3/10,1155.9372,130.41,3279.694,5612.815,18656.93192
2010/3/11,1156.0153,130.38,3276.705,5577.96,18677.41878
2010/3/12,1156.0575,130.24,3233.126,5489.164,18658.20845
2010/3/15,1156.1685,130.33,3183.183,5436.192,18547.49974
2010/3/16,1156.2201,130.45,3203.971,5477.506,18496.18378
2010/3/17,1156.2681,130.5,3273.916,5623.08,18810.01142
2010/3/18,1156.3216,130.5,3267.555,5612.68,18760.32418
2010/3/19,1156.373,130.66,3293.871,5652.578,18798.20095
2010/3/22,1156.4902,130.61,3302.628,5681.599,18415.39869
2010/3/23,1156.5599,130.65,3275.573,5664.158,18460.22104
2010/3/24,1156.6189,130.61,3276.669,5688.706,18475.81998
2010/3/25,1156.6776,130.64,3229.128,5624.395,18275.98214
2010/3/26,1156.7546,130.61,3275.002,5700.083,18517.89397
2010/3/29,1156.9439,130.71,3358.54,5750.719,18673.64719
2010/3/30,1157.0494,130.47,3366.708,5806.978,18793.99786
2010/3/31,1157.1239,130.46,3345.607,5829.449,18674.06096
2010/4/1,1157.1944,130.49,3391.935,5922.597,18934.46892
2010/4/2,1157.2389,130.53,3407.346,5945.902,18927.57708
2010/4/6,1157.4198,130.53,3405.145,5938.025,18930.59226
2010/4/7,1157.4779,130.41,3386.949,5968.442,19278.89699
2010/4/8,1157.5479,130.59,3346.744,5978.708,19231.18621
2010/4/9,1157.5978,130.43,3379.17,6092.072,19537.48371
2010/4/12,1157.7148,130.48,3351.478,6156.137,19481.5896
2010/4/13,1157.7637,130.51,3391.716,6057.48,19441.60127
2010/4/14,1157.826,130.63,3403.707,6108.889,19461.32778
2010/4/15,1157.8775,130.67,3394.574,6033.523,19488.46769
2010/4/16,1157.9262,130.68,3356.332,6045.675,19231.15195
2010/4/19,1157.9679,130.81,3176.423,5823.501,18823.27831
2010/4/20,1158.0187,130.85,3173.374,5879.563,19015.1687
2010/4/21,1158.0811,130.96,3236.679,6074.505,18915.85114
2010/4/22,1158.1269,130.98,3201.541,6109.617,18866.1865
2010/4/23,1158.1772,131,3190.003,6047.323,18684.52913
2010/4/26,1158.3047,131.29,3171.997,6078.245,18984.09274
2010/4/27,1158.3756,131.18,3108.409,5913.657,18693.15236
2010/4/28,1158.4361,131.4,3097.353,5912.179,18417.87486
2010/4/29,1158.4892,131.43,3060.064,5741.833,18262.38491
2010/4/30,1158.5403,131.43,3067.365,5602.974,18555.50586
2010/5/4,1158.7041,131.51,3019.449,5590.526,18258.40398
2010/5/5,1158.7811,131.54,3036.394,5752.047,17869.73635
2010/5/6,1158.8314,131.5,2896.856,5582.474,17696.8649
2010/5/7,1158.8934,131.79,2836.789,5471.124,17480.25289
2010/5/10,1159.0403,131.91,2858.233,5335.771,17930.50512
2010/5/11,1159.0954,131.86,2800.817,5211.742,17676.95063
2010/5/12,1159.1589,131.93,2818.16,5092.835,17734.23678
2010/5/13,1159.2159,131.98,2886.911,5261.022,17914.78693
2010/5/14,1159.2777,131.95,2868.023,5296.099,17672.98111
2010/5/17,1159.3842,132.2,2714.715,5027.91,17283.13223
2010/5/18,1159.4253,132.37,2771.348,5089.222,17460.59784
2010/5/19,1159.478,132.57,2762.174,5132.607,17133.76163
2010/5/20,1159.5243,132.67,2726.022,5083.047,17109.44238
2010/5/21,1159.5815,132.6,2768.791,5218.364,17100.84221
2010/5/24,1159.7307,132.59,2873.469,5419.221,17207.32305
2010/5/25,1159.7807,132.73,2813.943,5353.3,16616.1096
2010/5/26,1159.8272,132.68,2813.944,5344.541,16801.69216
2010/5/27,1159.8722,132.7,2859.979,5442.057,17045.5856
2010/5/28,1159.9197,132.58,2850.302,5450.838,17334.614
2010/5/31,1160.0504,132.61,2773.264,5312.924,17325.96746
2010/6/1,1160.1143,132.62,2744.162,5233.722,17088.49107
2010/6/2,1160.1621,132.69,2757.527,5290.491,17060.60771
2010/6/3,1160.2213,132.68,2736.076,5281.248,17339.68836
2010/6/4,1160.2716,132.73,2744.391,5365.159,17339.40743
2010/6/7,1160.4064,132.74,2695.715,5364.218,16976.61622
2010/6/8,1160.4567,132.71,2699.336,5415.225,17047.84282
2010/6/9,1160.5068,132.77,2782.133,5548.442,17167.80033
2010/6/10,1160.5573,132.77,2750.023,5566.135,17182.14569
2010/6/11,1160.6046,133.03,2758.866,5514.792,17419.53293
2010/6/17,1160.8601,133.21,2742.733,5409.847,17647.88442
2010/6/18,1160.9077,133.25,2696.166,5198.089,17788.60532
2010/6/21,1161.0479,133.03,2780.663,5313.17,18372.6046
2010/6/22,1161.1146,132.89,2783.72,5371.579,18204.82821
2010/6/23,1161.1639,132.77,2758.495,5379.564,18254.74738
2010/6/24,1161.2206,132.94,2757.498,5372.454,18153.62201
2010/6/25,1161.2697,132.88,2736.287,5263.878,18060.16217
2010/6/28,1161.4263,132.95,2716.777,5199.264,18089.41697
2010/6/29,1161.4876,133.06,2592.019,4929.459,17666.55813
2010/6/30,1161.5491,133.18,2563.07,4880.681,17560.32976
2010/7/1,1161.6072,133.15,2526.071,4786.958,17540.20077
2010/7/2,1161.6607,133.3,2534.105,4740.161,17305.28736
2010/7/5,1161.8175,133.29,2512.651,4726.57,17240.88688
2010/7/6,1161.8776,133.4,2562.902,4863.215,17476.39708
2010/7/7,1161.9331,133.55,2580.477,4927.842,17277.04116
2010/7/8,1162.0018,133.5,2575.921,4906.455,17447.99775
2010/7/9,1162.0598,133.47,2647.104,5043.199,17731.06467
2010/7/12,1162.1994,133.69,2676.218,5074.206,17837.56966
2010/7/13,1162.2541,133.8,2634.593,5026.496,17816.29338
2010/7/14,1162.3285,133.88,2653.609,5028.837,17916.27905
2010/7/15,1162.385,133.83,2608.519,4922.894,17656.2155
2010/7/16,1162.4557,133.98,2616.128,4924.294,17648.01461
2010/7/19,1162.6045,133.91,2682.472,5040.439,17517.90134
2010/7/20,1162.686,133.94,2741.503,5202.943,17672.95141
2010/7/21,1162.7473,133.96,2747.335,5208.424,17857.28472
2010/7/22,1162.8191,133.9,2781.286,5271.348,17968.0128
2010/7/23,1162.8818,133.89,2793.076,5287.148,18149.92708
2010/7/26,1163.0244,133.94,2811.055,5365.135,18184.07204
2010/7/27,1163.0965,133.97,2795.724,5372.027,18293.41075
2010/7/28,1163.1663,133.99,2863.724,5505.106,18405.42888
2010/7/29,1163.2613,134.04,2877.976,5508.057,18409.42073
2010/7/30,1163.338,134.04,2868.846,5495.755,18345.56549
2010/8/2,1163.4937,134.05,2917.275,5611.644,18678.80419
2010/8/3,1163.5533,134.16,2865.971,5504.449,18715.5858
2010/8/4,1163.6072,134.09,2876.434,5540.324,18801.84009
2010/8/5,1163.6639,134.11,2850.829,5588.145,18811.63493
2010/8/6,1163.7267,134.14,2897.659,5703.749,18913.45297
2010/8/9,1163.881,134.2,2918.241,5777.606,19009.02416
2010/8/10,1163.9503,134.21,2832.638,5576.901,18741.29879
2010/8/11,1164.0297,134.2,2850.211,5638.679,18586.29962
2010/8/12,1164.0956,134.29,2816.386,5597.166,18483.32632
2010/8/13,1164.1544,134.37,2855.547,5717.664,18454.69198
2010/8/16,1164.2957,134.38,2922.083,5880.69,18485.34924
2010/8/17,1164.3488,134.43,2942.291,5954.686,18486.37327
2010/8/18,1164.4105,134.44,2937.362,5964.663,18366.92896
2010/8/19,1164.475,134.42,2955.395,5965.575,18414.59141
2010/8/20,1164.5436,134.44,2898.333,5809.469,18328.4593
2010/8/23,1164.715,134.47,2896.192,5857.605,18267.43907
2010/8/24,1164.7824,134.47,2911.827,5939.676,18067.69538
2010/8/25,1164.8495,134.64,2843.023,5830.502,18044.87775
2010/8/26,1164.9121,134.59,2850.093,5871.945,18034.11009
2010/8/27,1164.9913,134.59,2858.566,5950.344,18008.26276
2010/8/30,1165.1791,134.85,2915.01,6131.59,18134.07739
2010/8/31,1165.2588,134.68,2903.188,6182.489,17975.17914
2010/9/1,1165.3605,134.71,2884.042,6124.545,18061.11297
2010/9/2,1165.4263,134.82,2921.393,6194.248,18250.07914
2010/9/3,1165.5037,134.81,2920.205,6216.163,18337.68932
2010/9/6,1165.5839,134.84,2975.09,6196.018,18643.58677
2010/9/7,1165.651,134.88,2983.108,6218.346,18680.55162
2010/9/8,1165.7205,134.77,2980.967,6288.691,18428.49979
2010/9/9,1165.7813,134.89,2926.46,6212.152,18473.31111
2010/9/10,1165.8613,134.86,2932.554,6307.387,18502.43278
2010/9/13,1165.9273,134.83,2962.319,6440.989,18824.35455
2010/9/14,1166.005,134.78,2965.009,6475.209,18818.05951
2010/9/15,1166.0673,134.74,2913.194,6365.449,18813.10122
2010/9/16,1166.1251,134.71,2857.789,6190.499,18761.58585
2010/9/17,1166.1867,134.63,2861.369,6209.298,19003.03571
2010/9/20,1166.3535,134.52,2849.828,6162.169,18993.03683
2010/9/21,1166.4117,134.54,2857.476,6169.177,18986.03474
2010/9/27,1166.737,134.6,2905.029,6337.584,19324.1562
2010/9/28,1166.8087,134.72,2880.907,6305.668,19107.6392
2010/9/29,1166.8976,134.79,2874.812,6235.839,19309.21154
2010/9/30,1166.9679,134.8,2935.574,6332.361,19306.05613
2010/10/8,1167.3932,134.87,3044.233,6492.466,19769.8527
2010/10/11,1167.6014,134.73,3132.895,6467.263,19965.01672
2010/10/12,1167.6732,134.52,3172.726,6465.464,19897.37894
2010/10/13,1167.7838,134.54,3217.577,6517.159,20163.52659
2010/10/14,1167.8717,134.55,3224.14,6318.368,20464.92334
2010/10/15,1167.9434,134.55,3327.683,6348.835,20360.52649
2010/10/18,1168.1014,134.54,3306.16,6219.533,20128.04437
2010/10/19,1168.1942,134.58,3375.674,6442.535,20387.37924
2010/10/20,1168.2713,134.08,3396.879,6500.991,20263.77243
2010/10/21,1168.3567,133.71,3374.685,6577.445,20313.95734
2010/10/22,1168.4671,133.54,3378.655,6665.05,20221.32159
2010/10/25,1168.637,133.61,3481.081,6859.055,20311.02399
2010/10/26,1168.7651,133.51,3466.084,6895.456,20310.04708
2010/10/27,1168.8617,133.34,3403.872,6829.072,19974.35404
2010/10/28,1168.9323,133.37,3397.692,6826.242,20040.48863
2010/10/29,1169.0251,133.35,3379.983,6942.156,19921.96178
2010/11/1,1169.18,133.41,3472.995,7118.962,20407.04704
2010/11/2,1169.2525,133.35,3463.131,7028.871,20435.30017
2010/11/3,1169.3087,133.15,3420.341,6894.866,20811.9812
2010/11/4,1169.369,132.87,3480.505,7046.199,21116.09925
2010/11/5,1169.4292,132.64,3520.798,7159.764,21378.3928
2010/11/8,1169.5864,132.47,3548.566,7288.04,21479.59359
2010/11/9,1169.6627,132.48,3523.954,7329.493,21224.18145
2010/11/10,1169.7162,132.03,3499.111,7375.121,21001.67789
2010/11/11,1169.7789,131.43,3509.975,7333.21,21107.88837
2010/11/12,1169.8572,131.25,3291.833,6871.385,20698.43684
2010/11/15,1170.0309,131.25,3314.893,7055.876,20551.88868
2010/11/16,1170.0948,131.12,3169.538,6759.749,20305.15507
2010/11/17,1170.147,131.18,3103.906,6536.392,19901.06012
2010/11/18,1170.2007,131.33,3147.962,6673.412,20254.40674
2010/11/19,1170.2803,131.23,3178.846,6898.237,20217.34639
2010/11/22,1170.437,130.96,3171.941,7007.132,20140.08972
2010/11/23,1170.4909,130.79,3107.176,6919.095,19620.16029
2010/11/24,1170.5475,130.69,3177.043,7085.451,19761.1488
2010/11/25,1170.6027,130.64,3223.484,7119.046,19778.14888
2010/11/26,1170.6643,130.72,3194.853,7098.78,19620.67346
2010/11/29,1170.8245,130.66,3190.05,7104.402,19901.40462
2010/11/30,1170.8927,130.63,3136.985,6936.974,19782.03972
2010/12/1,1170.956,130.61,3136.024,6914.812,19993.20051
2010/12/2,1171.0197,130.74,3155.059,6941.148,20134.99841
2010/12/3,1171.0807,131.03,3158.156,6878.836,19997.57911
2010/12/6,1171.2588,131.02,3165.57,6783.926,19907.72902
2010/12/7,1171.3254,130.9,3200.339,6949.175,20090.57575
2010/12/8,1171.3939,130.99,3171.882,6940.371,19811.53476
2010/12/9,1171.4599,131.22,3123.366,6811.104,19883.02643
2010/12/10,1171.5214,131.3,3161.977,6918.151,19853.16179
2010/12/13,1171.6995,131.41,3261.061,7105.722,19979.22778
2010/12/14,1171.7674,131.26,3269.474,7158.17,20042.33699
2010/12/15,1171.8344,131.39,3247.644,7123.084,19671.26492
2010/12/16,1171.9025,131.56,3230.665,7116.216,19425.33096
2010/12/17,1171.9735,131.7,3225.661,7120.57,19451.63465
2010/12/20,1172.1855,131.77,3178.657,7049.004,19392.63593
2010/12/21,1172.2623,131.79,3249.509,7099.976,19689.64232
2010/12/22,1172.3497,131.67,3215.453,7025.672,19726.45219
2010/12/23,1172.4583,131.62,3188.607,6891.996,19569.90078
2010/12/24,1172.5479,131.81,3162.955,6764.159,19483.8532
2010/12/27,1172.7703,131.49,3099.709,6592.999,19457.36599
2010/12/28,1172.8528,131.25,3044.931,6464.953,19261.04579
2010/12/29,1172.939,131.52,3061.83,6632.47,19554.68386
2010/12/30,1173.0197,131.56,3064.098,6681.355,19573.12832
2010/12/31,1173.1161,131.75,3128.261,6828.982,19601.55547
2011/1/4,1173.4331,131.91,3189.682,6896.758,20168.62186
2011/1/5,1173.5259,132.03,3175.662,6865.589,20273.02296
2011/1/6,1173.6379,131.84,3159.643,6804.593,20298.75269
2011/1/7,1173.7374,131.91,3166.624,6770.147,20213.22258
2011/1/10,1173.9656,131.92,3108.187,6584.035,20081.22223
2011/1/11,1174.0653,131.75,3124.922,6516.86,20231.69191
2011/1/12,1174.1695,132.06,3142.337,6541.56,20516.41874
2011/1/13,1174.2603,131.87,3141.284,6556.845,20580.59075
2011/1/14,1174.3513,131.76,3091.862,6434.863,20581.00875
2011/1/17,1174.573,131.83,2974.35,6139.999,20474.72306
2011/1/18,1174.6524,131.24,2977.648,6164.286,20466.39187
2011/1/19,1174.7436,131.28,3044.851,6314.32,20686.59269
2011/1/20,1174.8317,131.32,2944.713,6080.93,20330.89386
2011/1/21,1174.9267,131.43,2983.456,6101.094,20208.41923
2011/1/24,1175.1952,131.38,2954.232,5910.35,20128.21327
2011/1/25,1175.309,131.26,2938.654,5845.759,20102.98868
2011/1/26,1175.421,131.34,2978.431,5967.19,20162.55904
2011/1/27,1175.5276,131.32,3026.466,6076.094,20126.11918
2011/1/28,1175.6419,131.67,3036.735,6121.61,19991.09892
2011/1/31,1175.9227,131.65,3076.508,6180.679,19827.0707
2011/2/1,1176.0372,131.78,3077.283,6196.807,19838.86582
2011/2/9,1176.1684,130.89,3040.949,6117.707,19595.37954
2011/2/10,1176.2776,130.83,3104.163,6295.204,19204.67993
2011/2/11,1176.3804,130.81,3120.956,6397.45,19328.33341
2011/2/14,1176.6725,131.04,3219.143,6508.335,19574.98303
2011/2/15,1176.7741,131,3217.671,6497.98,19371.1529
2011/2/16,1176.8906,131.18,3248.527,6592.233,19567.17651
2011/2/17,1177.001,131.16,3245.907,6632.653,19687.02556
2011/2/18,1177.1121,131,3211.876,6565.293,19931.60709
2011/2/21,1177.2117,131,3257.908,6681.131,19824.04302
2011/2/22,1177.3247,130.77,3163.578,6515.81,19421.48675
2011/2/23,1177.4453,130.95,3174.742,6580.126,19351.74912
2011/2/24,1177.5778,131.08,3190.935,6642.046,19076.63382
2011/2/25,1177.7666,131.28,3197.617,6661.009,19414.15583
2011/2/28,1178.046,131.37,3239.559,6732.994,19688.65381
2011/3/1,1178.1511,131.42,3254.893,6758.663,19738.6237
2011/3/2,1178.2519,131.35,3243.298,6719.864,19446.61542
2011/3/3,1178.3557,131.4,3221.718,6585.856,19496.3621
2011/3/4,1178.4495,131.48,3270.666,6633.425,19738.58484
2011/3/7,1178.7031,131.4,3334.51,6717.399,19652.55291
2011/3/8,1178.7828,131.56,3337.457,6735.213,20000.34472
2011/3/9,1178.8723,131.62,3338.858,6760.111,20096.20904
2011/3/10,1178.9664,131.71,3280.259,6734.333,19925.53574
2011/3/11,1179.0743,131.53,3247.376,6712.639,19623.97681
2011/3/14,1179.154,131.77,3262.92,6770.313,19690.14865
2011/3/15,1179.2378,131.87,3203.961,6724.036,19116.63084
2011/3/16,1179.3219,131.93,3248.195,6812.78,19139.79295
2011/3/17,1179.4085,131.97,3197.1,6697.396,18761.03877
2011/3/18,1179.4968,131.94,3215.685,6734.257,18770.9956
2011/3/21,1179.6951,131.76,3207.11,6673.241,19089.61263
2011/3/22,1179.7849,132.12,3222.961,6631.214,19228.75122
2011/3/23,1179.8843,131.82,3264.926,6714.998,19208.48712
2011/3/24,1179.9755,132.09,3251.361,6707.258,19293.9783
