,885009.WI,H11001.CSI,000300.SH,399005.SZ,HSI.HI
2007/9/26,1084.948,112.02,5361.021,5550.623,25553.86158
2007/9/27,1085.2665,112.08,5427.657,5647.728,26190.675
2007/9/28,1085.4822,112.24,5580.813,5799.915,26283.1394
2007/10/8,1087.0333,112.49,5653.136,5813.02,26891.36032
2007/10/9,1087.0977,112.36,5675.927,5882.229,27367.64934
2007/10/10,1087.1775,112.35,5685.759,5944.649,27672.53873
2007/10/11,1087.2354,112.37,5760.078,5882.289,28227.85707
2007/10/12,1087.2928,112.42,5737.221,5800.505,27937.17094
2007/10/15,1087.4718,112.4,5821.447,5742.521,28631.51479
2007/10/16,1087.5311,112.44,5877.202,5763.706,28058.11713
2007/10/17,1087.6126,112.37,5824.117,5793.573,28398.65363
2007/10/18,1087.6766,112.37,5615.747,5638.229,28547.80299
2007/10/19,1087.7454,112.34,5614.06,5754.538,28539.84743
2007/10/22,1087.9383,112.29,5472.677,5592.661,27474.18593
2007/10/23,1088.053,112.23,5540.09,5585.398,28431.51265
2007/10/24,1088.2303,112.05,5588.014,5579.26,28359.36347
2007/10/25,1088.4735,112.11,5333.792,5316.324,28835.8548
2007/10/26,1088.7959,112.18,5394.807,5336.993,29348.0305
2007/10/29,1089.8839,112.27,5508.357,5376.996,30450.71921
2007/10/30,1090.2191,112.26,5596.068,5366.274,30502.4079
2007/10/31,1090.4776,112.34,5688.543,5481.878,30216.04898
2007/11/1,1090.6562,112.3,5605.232,5346.012,30292.68634
2007/11/2,1090.774,112.23,5472.93,5201.668,29302.31663
2007/11/5,1091.0843,112.3,5360.305,5266.693,27794.75701
2007/11/6,1091.1846,112.22,5317.549,5313.045,28274.7351
2007/11/7,1091.2741,112.14,5350.629,5312.867,28497.99401
2007/11/8,1091.3499,112.09,5093.669,5169.265,27501.09757
2007/11/9,1091.4195,112.12,5040.525,5070.463,27466.56899
2007/11/12,1091.6145,112.15,4978.252,4937.298,26349.39457
2007/11/13,1091.683,112.05,4939.244,4975.773,26525.50803
2007/11/14,1091.7593,111.85,5145.888,5154.316,27841.58149
2007/11/15,1091.8353,111.85,5081.113,5084.743,27436.99219
2007/11/16,1091.9264,111.82,5007.662,5075.551,26385.86401
2007/11/19,1092.2534,111.96,4994.416,5204.703,26210.45766
2007/11/20,1092.3861,111.92,5069.382,5257.567,26508.45308
2007/11/21,1092.55,112.01,4997.62,5260.145,25356.75398
2007/11/22,1092.7494,112.04,4772.617,5064.822,24773.84709
2007/11/23,1092.9314,111.92,4856.161,5167.006,25248.0081
2007/11/26,1093.4553,111.91,4800.082,5124.615,26273.19189
2007/11/27,1093.5786,111.84,4711.152,5042.086,25830.65235
2007/11/28,1093.6574,111.8,4648.751,4979.384,25983.24442
2007/11/29,1093.7326,111.86,4842.07,5108.056,27066.67294
2007/11/30,1093.8101,111.84,4737.408,5028.436,27214.00742
2007/12/3,1094.0553,111.86,4772.674,5053.473,27286.82802
2007/12/4,1094.2131,111.74,4829.214,5099.918,27471.99878
2007/12/5,1094.3891,111.86,4965.947,5250.907,27862.91787
2007/12/6,1094.5764,111.82,4971.055,5295.581,28134.18006
2007/12/7,1094.7764,111.88,5041.35,5325.2,27412.74876
2007/12/10,1095.3429,111.84,5133.562,5548.769,27036.42847
2007/12/11,1095.4694,111.93,5140,5635.445,27662.03499
2007/12/12,1095.5908,111.96,5077.39,5664.113,26934.71864
2007/12/13,1095.7402,111.91,4884.298,5473.686,26171.89457
2007/12/14,1095.9348,111.92,4977.652,5585.327,26015.94218
2007/12/17,1096.6216,111.6,4857.289,5721.943,25165.15206
2007/12/18,1096.8194,111.54,4829.909,5610.69,25285.81975
2007/12/19,1096.9957,111.6,4946.285,5665.321,25533.19046
2007/12/20,1097.0952,111.56,5037.195,5719.509,25507.91535
2007/12/21,1097.1725,111.58,5101.852,5781.345,26053.56691
2007/12/24,1097.3515,111.58,5207.134,5929.861,26431.50821
2007/12/25,1097.419,111.78,5216.813,6014.258,26401.1291
2007/12/26,1097.485,111.77,5265.026,6209.994,26413.78706
2007/12/27,1097.5459,111.84,5367.53,6230.721,26065.71578
2007/12/28,1097.6141,111.78,5338.275,6247.56,25629.28243
2008/1/2,1098.0742,111.71,5385.103,6400.808,25778.45678
2008/1/3,1098.1447,111.81,5422.034,6421.972,25045.77019
2008/1/4,1098.2103,111.86,5483.65,6387.947,25684.40187
2008/1/7,1098.4201,111.85,5556.593,6419.6,25332.37186
2008/1/8,1098.4899,111.84,5528.054,6291.753,25303.11393
2008/1/9,1098.5593,111.86,5613.758,6418.211,25739.90531
2008/1/10,1098.6303,111.97,5672.154,6425.966,25402.30775
2008/1/11,1098.7025,111.98,5699.147,6447.831,25024.73894
2008/1/14,1098.8977,111.95,5731.757,6545.108,24606.36174
2008/1/15,1098.9684,112,5696.45,6613.563,23989.6036
2008/1/16,1099.0456,112.05,5505.717,6537.133,22708.72694
2008/1/17,1099.1139,112.03,5365.624,6436.317,23364.46589
2008/1/18,1099.1915,112.11,5414.468,6439.466,23429.17046
2008/1/21,1099.4011,112.13,5145.734,6239.113,22150.58705
2008/1/22,1099.4722,112.15,4753.868,5808.033,20201.74188
2008/1/23,1099.5683,112.26,4975.111,6110.071,22329.17857
2008/1/24,1099.7102,112.3,5027.213,6249.607,21802.07187
2008/1/25,1099.9067,112.37,5077.429,6218.081,23186.18811
2008/1/28,1100.5875,112.39,4731.883,5875.91,22178.87164
2008/1/29,1100.7997,112.42,4762.083,5898.457,22410.64301
2008/1/30,1100.9734,112.55,4710.652,5916.98,21824.31362
2008/1/31,1101.1044,112.68,4620.401,5706.942,21603.20565
2008/2/1,1101.1962,112.88,4571.945,5559.791,22251.59019
2008/2/4,1101.4073,113.03,4950.124,5976.619,23086.33642
2008/2/5,1101.4837,114.12,4921.829,5989.75,22853.27827
2008/2/13,1102.1116,114.3,4816.084,5914.728,21373.67818
2008/2/14,1102.1938,114.28,4880.252,6006.275,22143.42484
2008/2/15,1102.2782,114.29,4813.311,6026.084,22216.5556
2008/2/18,1102.5106,114.3,4910.992,6228.189,21831.66205
2008/2/19,1102.5912,114.21,5020.753,6346.544,22136.14449
2008/2/20,1102.6607,114.2,4908.717,6271.394,21604.72498
2008/2/21,1102.7405,114.23,4876.03,6337.489,21653.55049
2008/2/22,1102.8494,114.24,4702.241,6197.59,21354.6412
2008/2/25,1103.1877,114.27,4519.783,5969.868,21328.95911
2008/2/26,1103.3054,114.29,4515.533,5909.506,21751.40585
2008/2/27,1103.4233,114.29,4639.768,5985.563,22451.6811
2008/2/28,1103.5223,114.4,4622.056,5993.352,22498.19897
2008/2/29,1103.5847,114.57,4674.55,6093.64,22227.7104
2008/3/3,1103.8342,114.57,4790.744,6290.143,21541.33299
2008/3/4,1103.911,114.55,4671.148,6238.386,21144.04509
2008/3/5,1104.0066,114.55,4628.724,6198.432,21135.75231
2008/3/6,1104.0799,114.57,4685.03,6205.669,21334.5554
2008/3/7,1104.1599,114.56,4621.685,6160.537,20540.78921
2008/3/10,1104.3985,114.58,4431.589,5967.93,20731.52705
2008/3/11,1104.4703,114.59,4441.184,5954.448,20965.78004
2008/3/12,1104.5454,114.58,4309.648,5809.894,21373.971
2008/3/13,1104.6247,114.55,4198.96,5583.732,20318.80173
2008/3/14,1104.7002,114.57,4157.871,5559.489,20244.21966
2008/3/17,1104.9378,114.6,3965.279,5189.194,19209.97678
2008/3/18,1105.0114,114.61,3763.948,4822.917,19519.65761
2008/3/19,1105.097,114.65,3888.861,4968.85,19873.5493
2008/3/20,1105.1699,114.73,4001.832,5121.674,19146.21159
2008/3/21,1105.2512,114.78,4037.83,5250.782,19158.03219
2008/3/24,1105.4837,114.94,3857.091,5122.772,19136.71289
2008/3/25,1105.5603,115.04,3905.774,5144.472,20330.83944
2008/3/26,1105.6394,115.1,3914.37,5168.462,20417.95794
2008/3/27,1105.7157,115.16,3748.92,5000.754,20427.94204
2008/3/28,1105.7983,115.12,3918.156,5108.671,20991.35177
2008/3/31,1106.0339,115.45,3790.53,4950.144,20608.60673
2008/4/1,1106.1225,115.51,3582.855,4610.14,20866.51911
2008/4/2,1106.2067,115.54,3547.977,4405.899,21547.7325
2008/4/3,1106.2815,115.48,3650.698,4542.325,21865.58684
2008/4/7,1106.5815,115.35,3845.822,4785.374,22092.37264
2008/4/8,1106.6724,115.35,3891.059,4865.115,21853.29146
2008/4/9,1106.78,115.42,3688.125,4663.429,21561.16932
2008/4/10,1106.8702,115.35,3754.715,4759.653,21717.11299
2008/4/11,1106.9623,115.32,3783.728,4819.369,22177.82247
2008/4/14,1107.2389,115.44,3536.327,4582.455,21390.07647
2008/4/15,1107.3438,115.42,3583.299,4679.736,21458.13614
2008/4/16,1107.4514,115.38,3494.016,4597.629,21460.42792
2008/4/17,1107.5498,115.38,3386.63,4435.478,21759.80275
2008/4/18,1107.6427,115.37,3272.499,4271.144,21737.10712
2008/4/21,1107.9217,115.39,3267.554,4211.104,22227.50062
2008/4/22,1108.014,115.46,3296.277,4110.698,22364.9313
2008/4/23,1108.1029,115.49,3453.727,4318.479,22655.87162
2008/4/24,1108.1885,115.47,3774.504,4702.837,23027.69799
2008/4/25,1108.2821,115.48,3803.07,4674.03,22910.75063
2008/4/28,1108.5436,115.52,3729.154,4602.338,23049.35426
2008/4/29,1108.6453,115.52,3776.943,4643.917,23249.13917
2008/4/30,1108.7326,115.54,3959.119,4858.348,23136.80321
2008/5/5,1109.1863,115.6,4055.779,5033.181,23516.85213
2008/5/6,1109.2965,115.61,4010.888,4996.813,23548.72754
2008/5/7,1109.3858,115.54,3821.319,4828.295,22952.89542
2008/5/8,1109.4854,115.49,3925.041,4972.859,22860.52756
2008/5/9,1109.5868,115.51,3878.924,5002.724,22507.97973
2008/5/12,1109.8662,115.55,3904.92,5119.085,22444.31928
2008/5/13,1109.9665,115.58,3851.687,5191.492,22905.50258
2008/5/14,1110.0561,115.6,3975.782,5240.906,22918.08609
2008/5/15,1110.1499,115.6,3948.088,5159.021,22894.2182
2008/5/16,1110.2466,115.59,3936.121,5082.688,22956.80372
2008/5/19,1110.5201,115.66,3914.072,5096.991,23008.92002
2008/5/20,1110.6227,115.62,3710.818,4850.275,22516.59892
2008/5/21,1110.7311,115.66,3783.049,4919.991,22715.16073
2008/5/22,1110.8449,115.66,3711.444,4859.418,22291.6316
2008/5/23,1110.9324,115.69,3675.147,4802.456,22018.75379
2008/5/26,1111.2005,115.68,3559.217,4642.552,21460.51843
2008/5/27,1111.3083,115.69,3576.197,4671.35,21603.97301
2008/5/28,1111.4014,115.69,3676.23,4795.729,21562.90661
2008/5/29,1111.5113,115.65,3580.868,4714.213,21684.43864
2008/5/30,1111.601,115.65,3611.33,4720.164,21840.85461
2008/6/2,1111.8705,115.69,3625.826,4738.713,22070.36055
2008/6/3,1111.9661,115.71,3614.111,4701.527,21643.9684
2008/6/4,1112.0526,115.77,3546.916,4635.318,21435.91995
2008/6/5,1112.1421,115.79,3512.138,4606.02,21557.37329
2008/6/6,1112.2286,115.8,3489.502,4584.391,21638.87687
2008/6/10,1112.5853,115.78,3206.562,4202.514,20712.34656
2008/6/11,1112.6863,115.7,3140.299,4122.957,20672.21894
2008/6/12,1112.7756,115.62,3084.633,4043.48,20348.02646
2008/6/13,1112.8679,115.64,2979.117,3870.514,19958.94222
2008/6/16,1113.1252,115.69,2952.242,3808.552,20346.50038
2008/6/17,1113.2156,115.66,2842.676,3702.307,20347.52345
2008/6/18,1113.3091,115.66,2991.273,3884.097,20557.02825
2008/6/19,1113.3978,115.66,2773.076,3587.106,20096.32066
2008/6/20,1113.4875,115.63,2849.668,3645.174,20052.29315
2008/6/23,1113.745,115.62,2789.941,3540.554,19986.66695
2008/6/24,1113.8555,115.63,2851.915,3642.52,19770.50413
2008/6/25,1113.9617,115.64,2969.537,3840.193,19910.79205
2008/6/26,1114.0527,115.59,2980.907,3905.946,19742.35131
2008/6/27,1114.1453,115.53,2816.021,3681.192,19384.04224
2008/6/30,1114.4127,115.44,2791.819,3676.123,19431.42396
2008/7/1,1114.5033,115.43,2698.347,3629.762,19444.90618
2008/7/2,1114.5996,115.4,2699.597,3658.48,19098.83007
2008/7/3,1114.6836,115.44,2760.612,3831.784,18666.2426
2008/7/4,1114.7701,115.43,2741.852,3818.515,18854.89001
2008/7/7,1115.0411,115.43,2882.763,4000.546,19267.71584
2008/7/8,1115.1382,115.45,2901.841,4076.039,18654.15347
2008/7/9,1115.2284,115.39,3015.126,4178.066,19181.26315
2008/7/10,1115.3205,115.41,2973.728,4137.568,19156.68539
2008/7/11,1115.413,115.47,2953.498,4068.719,19446.75539
2008/7/14,1115.6834,115.52,2975.874,4123.679,19258.2504
2008/7/15,1115.7844,115.51,2852.979,3999.477,18517.97117
2008/7/16,1115.8748,115.55,2745.596,3873.37,18540.42513
2008/7/17,1115.9655,115.55,2718.068,3851.274,19003.5357
2008/7/18,1116.0546,115.52,2815.462,3933.699,19141.00952
2008/7/21,1116.328,115.54,2911.051,4090.203,19727.32897
2008/7/22,1116.4251,115.3,2904.743,4097.392,19707.94104
2008/7/23,1116.5195,115.17,2883.32,4048.246,20258.00075
2008/7/24,1116.6233,115.07,2977.362,4132.625,20213.76123
2008/7/25,1116.7148,114.94,2939.202,4114.519,19900.62352
2008/7/28,1116.9816,114.97,2960.851,4140.414,19861.51878
2008/7/29,1117.072,114.98,2905.63,4085.691,19462.17262
2008/7/30,1117.16,114.88,2884.384,4072.91,19878.09978
2008/7/31,1117.2502,114.9,2805.21,3969.239,19923.12687
2008/8/1,1117.3471,114.86,2840.788,4006.275,20049.35672
2008/8/4,1117.6346,114.86,2773.15,3895.833,19754.81587
2008/8/5,1117.742,114.89,2703.079,3788.372,19266.61256
2008/8/6,1117.8581,114.86,2721.693,3805.553,19272.3195
2008/8/7,1117.9783,114.9,2720.442,3793.446,19415.88649
2008/8/8,1118.0757,114.98,2591.462,3610.726,19230.09711
2008/8/11,1118.3613,115,2456.811,3428.516,19203.8672
2008/8/12,1118.4541,114.98,2444.155,3397.194,19024.07411
2008/8/13,1118.5494,114.94,2444.672,3422.829,18717.68028
2008/8/14,1118.6511,115.01,2443.512,3457.605,18802.90932
2008/8/15,1118.748,115.04,2447.615,3458.691,18594.85976
2008/8/18,1119.0397,115.01,2313.402,3286.763,18394.29132
2008/8/19,1119.137,115.03,2348.472,3330.236,17985.48091
2008/8/20,1119.231,115.03,2532.94,3560.598,18363.83147
2008/8/21,1119.326,115.06,2443.979,3433.01,17890.77036
2008/8/22,1119.4171,115.14,2404.928,3343.341,17853.65681
2008/8/25,1119.7049,115.18,2400.548,3332.522,18488.21735
2008/8/26,1119.8087,115.21,2331.532,3206.255,18445.2132
2008/8/27,1119.9333,115.28,2325.292,3147.472,18809.10545
2008/8/28,1120.0393,115.33,2335.865,3133.486,18353.68908
2008/8/29,1120.1352,115.42,2391.64,3199.734,18610.95808
2008/9/1,1120.4195,115.57,2309.171,3044.582,18299.08452
2008/9/2,1120.5128,115.63,2285.411,2982.577,18428.35598
2008/9/3,1120.6072,116.03,2245.964,2918.639,18031.48374
2008/9/4,1120.7025,116.04,2251.146,2955.274,17864.24334
2008/9/5,1120.7986,116.28,2183.432,2864.567,17473.71197
2008/9/8,1121.0757,116.36,2126.518,2741.519,18232.62344
2008/9/9,1121.1732,116.39,2139.145,2750.806,17965.17034
2008/9/10,1121.266,116.51,2143.176,2755.878,17539.40645
2008/9/11,1121.3633,116.57,2072.126,2724.095,17018.06182
2008/9/12,1121.4581,116.93,2077.846,2758.989,16989.71773
2008/9/16,1121.8449,117.61,2000.651,2726.269,16022.73255
2008/9/17,1121.949,118.18,1929.135,2667.763,15477.69202
2008/9/18,1122.0515,120.05,1895.99,2574.127,15455.20463
2008/9/19,1122.1495,120.05,2073.113,2824.151,16954.86503
2008/9/22,1122.436,120.08,2207.614,2925.888,17222.93571
2008/9/23,1122.5389,120.04,2123.478,2736.591,16525.44457
2008/9/24,1122.641,120.17,2138.853,2747.241,16640.28412
2008/9/25,1122.7506,120.07,2223.532,2826.259,16625.18665
2008/9/26,1122.8592,120.18,2243.657,2838.735,16375.59899
2008/10/6,1123.8662,120.59,2128.696,2716.986,14771.00898
2008/10/7,1123.9732,120.73,2102.448,2721.092,14778.06656
2008/10/8,1124.0748,121.26,2022.881,2642.167,13564.64543
2008/10/9,1124.2102,122.04,1995.297,2600.997,14023.51465
2008/10/10,1124.3479,123.51,1906.96,2444.541,13022.1335
2008/10/13,1124.6759,124.45,1985.486,2469.534,14351.92791
2008/10/14,1124.8033,124.5,1934.619,2392.917,14805.69705
2008/10/15,1124.9507,124.58,1914.356,2348.419,14075.14418
2008/10/16,1125.0989,124.66,1820.903,2230.758,13408.18784
2008/10/17,1125.22,124.65,1833.262,2238.986,12816.72841
2008/10/20,1125.5665,124.66,1896.733,2300.596,13491.60367
2008/10/21,1125.6866,124.77,1881.406,2326.311,13245.55504
2008/10/22,1125.7932,124.84,1833.323,2308.98,12572.58356
2008/10/23,1125.9639,124.4,1834.78,2323.652,12133.03702
2008/10/24,1126.1061,124.32,1781.598,2299.923,11122.72333
2008/10/27,1126.404,124.25,1654.671,2158.311,9713.43706
2008/10/28,1126.5303,124.34,1705.82,2230.422,11109.04604
2008/10/29,1126.7046,124.5,1658.223,2173.974,11192.04818
2008/10/30,1126.8606,125,1697.656,2210.627,12619.58205
2008/10/31,1127.0513,125.12,1663.66,2201.019,12300.11228
2008/11/3,1127.4048,125.27,1653.542,2198.9,12636.67284
2008/11/4,1127.5377,125.31,1627.759,2162.328,12668.57575
2008/11/5,1127.6828,125.4,1691.42,2225.422,13065.12864
2008/11/6,1127.8476,125.6,1649.776,2179.319,12143.64712
2008/11/7,1128.1023,125.97,1677.827,2177.539,12547.74939
2008/11/10,1128.4199,126.21,1801.665,2320.474,12984.71088
2008/11/11,1128.7493,126.35,1781.361,2291.378,12367.50589
2008/11/12,1128.9745,126.79,1801.823,2282.613,12282.1502
2008/11/13,1129.3648,126.96,1874.082,2383.222,11649.9922
2008/11/14,1129.8393,127.23,1943.654,2516.835,11932.30248
2008/11/17,1130.1443,127.21,1987.225,2628.669,11923.43976
2008/11/18,1130.3412,127.15,1839.819,2437.97,11378.89874
2008/11/19,1130.4621,127.14,1953.163,2598.843,11293.02647
2008/11/20,1130.5667,126.64,1932.428,2577.945,10839.45849
2008/11/21,1130.6414,126.64,1920.735,2517.586,11159.08498
2008/11/24,1130.8698,126.65,1837.642,2462.395,10977.8125
2008/11/25,1130.995,126.62,1834.294,2472.454,11342.69781
2008/11/26,1131.0839,125.96,1843.495,2473.54,11767.65637
2008/11/27,1131.8651,126.76,1870.473,2542.32,11935.16337
2008/11/28,1132.0131,126.77,1829.924,2574.035,12243.73368
2008/12/1,1132.275,126.86,1864.205,2643.976,12470.8035
2008/12/2,1132.417,126.82,1868.631,2696.977,11852.51381
2008/12/3,1132.5,127.07,1952.668,2809.053,12007.4837
2008/12/4,1132.7737,126.96,1982.928,2828.153,11938.45775
2008/12/5,1132.9615,127.53,2013.175,2884.656,12232.32803
2008/12/8,1133.2444,127.68,2095.036,2999.955,13297.55889
2008/12/9,1133.3854,127.7,2040.847,2958.508,13034.4696
2008/12/10,1133.5072,127.38,2096.393,3031.563,13762.77769
2008/12/11,1133.7389,127.26,2046.337,2924.819,13794.41259
2008/12/12,1133.8751,127.84,1960.38,2790.854,13034.75728
2008/12/15,1134.2125,128.13,1975.034,2823.731,13287.96172
2008/12/16,1134.3743,128.03,1994.45,2900.057,13359.67283
2008/12/17,1134.7126,128.74,2001.42,2943.234,13635.40517
2008/12/18,1135.0729,128.74,2045.102,2989.572,13662.40401
2008/12/19,1135.2503,129.04,2052.114,3036.57,13342.61492
2008/12/22,1135.5108,129.12,2017.549,3061.068,12900.60322
2008/12/23,1135.6957,129.24,1918.955,2885.965,12548.5673
2008/12/24,1135.9586,129.18,1887.075,2819.648,12517.92872
2008/12/25,1136.1945,128.64,1870.765,2841.116,12511.97138
2008/12/26,1136.3526,129.35,1862.096,2867.151,12510.97849
2008/12/29,1136.5919,129.88,1854.757,2864.314,12637.28995
2008/12/30,1136.7019,129.29,1833.435,2876.1,12554.99922
2008/12/31,1136.7643,129.6,1817.722,2863.99,12688.17518
2009/1/5,1136.9989,129.42,1882.959,2946.436,13727.61723
2009/1/6,1137.0749,129.47,1942.795,2981.815,13678.76726
2009/1/7,1137.148,129.47,1931.178,2992.996,13219.08959
2009/1/8,1137.1906,129.71,1887.991,2932.491,12714.40032
2009/1/9,1137.2426,129.89,1918.365,3013.6,12670.4069
2009/1/12,1137.3558,129.92,1920.687,3043.806,12314.87766
2009/1/13,1137.4152,129.8,1876.185,2945.488,12054.26316
2009/1/14,1137.4807,129.78,1955.244,3058.07,12084.31431
2009/1/15,1137.5584,129.47,1954.874,3066.521,11674.72868
2009/1/16,1137.6272,128.9,1990.214,3071.276,11682.08079
2009/1/19,1137.744,128.93,2012.465,3067.927,11752.26457
2009/1/20,1137.7965,128.43,2025.19,3102.774,11423.64802
2009/1/21,1137.8405,127.81,2021.71,3038.831,11092.72143
2009/1/22,1137.9074,127.91,2044.551,3078.822,11154.22096
2009/1/23,1137.9458,128.13,2032.682,3059.426,11085.14247
2009/2/2,1138.3405,128.2,2057.063,3127.152,11343.44851
2009/2/3,1138.4104,127.97,2108.91,3188.55,11269.85547
2009/2/4,1138.457,127.58,2166.414,3242.247,11515.5574
2009/2/5,1138.5244,126.89,2150.971,3174.558,11618.25501
2009/2/6,1138.5654,127,2237.28,3301.935,12039.92187
2009/2/9,1138.6891,127.12,2296.672,3422.941,12136.59989
2009/2/10,1138.7332,127.31,2326.755,3486.121,12234.25694
2009/2/11,1138.7828,127.22,2331.138,3490.004,11934.81362
2009/2/12,1138.8308,127.52,2318.343,3518.955,11660.08486
2009/2/13,1138.8686,127.51,2399.065,3632.164,11948.17042
2009/2/16,1138.9789,127.64,2462.245,3655.953,11861.08901
2009/2/17,1139.0426,127.55,2385.293,3548.796,11411.241
2009/2/18,1139.0787,127.62,2275.843,3412.607,11474.38496
2009/2/19,1139.1212,127.74,2298.412,3480.874,11480.61313
2009/2/20,1139.1552,127.8,2344.32,3583.326,11194.44526
2009/2/23,1139.2746,127.86,2410.481,3675.781,11611.61053
2009/2/24,1139.3216,127.92,2301.849,3512.206,11284.07069
2009/2/25,1139.3935,128,2304.251,3492.21,11466.70917
2009/2/26,1139.4614,127.94,2190.185,3283.597,11369.8558
2009/2/27,1139.5081,127.7,2140.489,3187.717,11297.49892
2009/3/2,1139.6245,128.09,2164.666,3246.772,10859.19591
2009/3/3,1139.6648,128.02,2142.154,3254.304,10609.18886
2009/3/4,1139.7151,127.87,2285.149,3440.931,10870.77226
2009/3/5,1139.7633,127.65,2304.919,3441.571,10759.07952
2009/3/6,1139.8098,127.59,2286.576,3436.158,10506.79322
2009/3/9,1139.9254,127.62,2202.527,3304.051,9998.31878
2009/3/10,1139.9708,127.65,2240.782,3362.122,10306.19997
2009/3/11,1140.0209,127.78,2220.38,3328.485,10513.17846
2009/3/12,1140.0727,127.84,2215.7,3326.025,10575.26844
2009/3/13,1140.1168,127.92,2205.422,3330.04,11038.73685
2009/3/16,1140.2236,128.06,2241.614,3364.475,11440.3973
2009/3/17,1140.2802,128.21,2322.403,3484.185,11349.97566
2009/3/18,1140.3315,128.16,2332.652,3525.9,11559.63715
2009/3/19,1140.3867,128.28,2382.564,3594.929,11569.2596
2009/3/20,1140.4385,128.13,2379.838,3588.388,11306.5788
2009/3/23,1140.5488,128.23,2439.395,3655.086,11851.48011
2009/3/24,1140.5901,128.15,2451.783,3681.457,12258.90426
2009/3/25,1140.6721,128.26,2401.327,3609.182,12009.66119
2009/3/26,1140.7625,128.07,2479.789,3681.999,12437.77176
2009/3/27,1140.8407,127.75,2498.931,3712.679,12446.33925
2009/3/30,1140.9615,127.95,2484.487,3707.19,11865.65732
2009/3/31,1141.0917,127.94,2507.789,3747.492,11974.45648
2009/4/1,1141.1572,127.9,2548.222,3816.436,11922.07115
2009/4/2,1141.1927,128.01,2576.4,3882.307,12805.32766
2009/4/3,1141.2437,127.78,2570.503,3868.745,12822.317
2009/4/7,1141.3724,127.72,2576.95,3890.155,13162.87258
2009/4/8,1141.4111,127.5,2479.348,3777.348,12768.41911
2009/4/9,1141.4481,127.45,2517.669,3829.828,13142.89478
2009/4/10,1141.4827,127.45,2595.53,3973.584,13140.9576
2009/4/13,1141.5784,127.7,2656.518,4062.184,13137.38126
2009/4/14,1141.6209,127.38,2676.872,4126.036,13728.61396
2009/4/15,1141.6521,127.4,2686.99,4146.211,13807.59914
2009/4/16,1141.683,127.43,2687.106,4144.936,13732.9776
2009/4/17,1141.7108,127.46,2650.691,4081.76,13750.95894
2009/4/20,1141.8019,127.53,2707.667,4196.897,13886.94749
2009/4/21,1141.8416,127.74,2675.442,4196.679,13479.09745
2009/4/22,1141.8786,127.76,2576.281,4000.699,13112.9733
2009/4/23,1141.914,127.69,2593.564,4024.727,13406.98215
2009/4/24,1141.9426,127.82,2572.888,4039.209,13441.97838
2009/4/27,1142.0274,128.04,2513.292,3889.426,13069.21578
2009/4/28,1142.0656,127.86,2518.531,3900.381,12822.17896
2009/4/29,1142.1006,128,2605.37,3982.051,13173.63303
2009/4/30,1142.1353,127.82,2622.926,4030.396,13667.93918
2009/5/4,1142.2585,128.02,2714.301,4147.893,14420.23814
2009/5/5,1142.3023,128.05,2727.014,4175.751,14458.47049
2009/5/6,1142.3353,127.92,2764.979,4274.564,14820.819
2009/5/7,1142.3711,128.06,2767.076,4253.008,15158.11435
2009/5/8,1142.4103,128.03,2789.219,4204.582,15307.43228
2009/5/11,1142.5127,128.18,2725.316,4051.4,15041.66728
2009/5/12,1142.5544,128.13,2788.562,4135.019,15104.12362
2009/5/13,1142.5893,128.29,2814.005,4195.349,15019.80044
2009/5/14,1142.6183,128.26,2792.597,4187.925,14566.44636
2009/5/15,1142.6565,128.3,2796.116,4229.919,14785.5539
2009/5/18,1142.7717,128.47,2810.573,4243.324,14992.58752
2009/5/19,1142.8144,128.59,2840.084,4266.124,15446.46516
2009/5/20,1142.8542,128.62,2812.865,4270.243,15386.77791
2009/5/21,1142.8999,128.6,2750.01,4192.179,15141.22721
2009/5/22,1142.9348,128.63,2740.677,4175.683,15019.11216
2009/5/25,1143.093,128.65,2752.716,4200.467,15071.13988
2009/5/26,1143.2172,128.62,2719.764,4211.779,14968.88514
2009/5/27,1143.2588,128.76,2759.712,4209.59,15762.28801
2009/6/1,1143.4239,128.77,2858.342,4269.227,16647.45862
2009/6/2,1143.5108,128.98,2865.099,4279.922,16205.19295
2009/6/3,1143.5562,128.95,2939.387,4290.504,16367.9141
2009/6/4,1143.6106,128.81,2953.751,4279.711,16308.34104
2009/6/5,1143.6528,128.6,2939.306,4271.272,16466.75226
2009/6/8,1143.7715,128.46,2948.478,4223.223,16097.11757
2009/6/9,1143.8347,128.55,2960.556,4271.12,15925.06017
2009/6/10,1143.8773,128.49,2989.595,4321.752,16560.68661
2009/6/11,1143.9483,128.53,2961.629,4304.545,16568.61426
2009/6/12,1143.9883,128.26,2906.286,4215.795,16651.25266
2009/6/15,1144.0878,128.37,2966.192,4298.501,16312.7537
2009/6/16,1144.1476,128.41,2961.22,4305.752,16023.6059
2009/6/17,1144.206,128.33,3010.588,4345.893,15946.81908
2009/6/18,1144.2715,128.69,3057.428,4385.016,15670.65927
2009/6/19,1144.3199,128.35,3080.001,4347.792,15801.60055
2009/6/22,1144.4357,128.31,3082.563,4335.144,15921.66118
2009/6/23,1144.4822,128.15,3083.895,4307.73,15463.75542
2009/6/24,1144.5341,128.2,3120.73,4367.875,15771.39381
2009/6/25,1144.6056,128.14,3117.921,4370.524,16112.54508
